,c,t,ne,Te
1070,5856.0,158380,52146.39761119608,1056.42688509104
1071,5858.0,158463,68618.95958740228,683.9187078466682
1072,5860.0,158543,47384.524721943926,746.0865609765495
1073,5862.0,158613,75107.88493855359,813.2829087830406
1074,5864.0,158693,52156.76525182245,748.3204261258069
1075,5866.0,158766,76112.73063688702,865.7068082588528
1076,5868.0,158846,63300.26197259725,918.3237951028898
1077,5870.0,158916,57553.242329526125,995.2663405911139
1078,5874.0,159073,47889.9135711689,874.73593118303
1079,5876.0,159154,72760.21411621809,787.4927963028553
1080,5878.0,159223,56082.53646573692,780.2487583077223
1081,5880.0,159304,83496.61456822584,839.0222431545174
1082,5882.0,159376,72748.2348992939,760.7497361437813
1083,5884.0,159457,72927.3783551461,834.9006968434418
1084,5886.0,159526,86942.84896599736,767.8807021361545
1085,5888.0,159607,57377.947723794074,750.6146528141595
1086,5890.0,159690,86193.51408594183,661.777559214933
1087,5894.0,160102,62231.511734157364,843.0442990015432
1088,5896.0,160171,80976.21238265258,835.7042915127113
1089,5898.0,160252,78289.36075752878,701.2318182462564
1090,5900.0,160321,66550.501924082,885.8342844569785
1091,5902.0,160405,88871.34767707594,777.078647156455
1092,5904.0,160474,55938.544082948356,818.6465704432466
1093,5906.0,160555,89184.57596706518,700.5090990019951
1094,5908.0,160624,61984.07866837938,766.9548860368292
1095,5910.0,160708,86558.6508650608,739.8824987190153
1096,5914.0,160865,79997.37359319956,907.6378083316955
1097,5916.0,160936,85438.81350304649,631.8311281080365
1098,5918.0,161020,65330.35691437602,945.9758152937346
1099,5920.0,161099,89717.71701334375,762.4194299219544
1100,5922.0,161170,54573.41266807796,706.5201965842579
1101,5924.0,161249,86806.1052390873,683.8484090422381
1102,5926.0,161325,60906.58085363145,622.3927160415877
1103,5928.0,161406,83397.11234479057,755.1027271770507
1104,5930.0,161475,80564.82360897285,754.7931864607361
1105,5934.0,161896,65288.76559725319,851.9684501841729
1106,5936.0,161980,92540.50669873545,888.6658311423921
1107,5938.0,162049,55358.238403087,736.5531358986547
1108,5940.0,162130,86223.44608548623,665.2164760681144
1109,5942.0,162199,65810.86752034968,880.8537705609026
1110,5944.0,162283,86481.30512437654,766.719820749614
1111,5946.0,162362,56251.54440323613,753.2241532948876
1112,5948.0,162432,72134.64036195209,935.7197562523286
1113,5950.0,162512,62813.427203106585,952.4604467637225
1114,5954.0,162673,64582.48160987196,851.0076307205403
1115,5956.0,162744,49132.47655260982,809.11785420832
1116,5958.0,162825,72536.25610753453,737.6296557353933
1117,5960.0,162894,53780.763842127286,853.2767383214531
1118,5962.0,162978,78676.22100281595,830.7527247686832
1119,5964.0,163047,59879.51762563822,665.4551850540576
1120,5966.0,163127,66624.81587695786,849.344441914
1121,5968.0,163197,65411.138869317074,732.7656595402976
1122,5970.0,163280,50446.97911326356,862.5385466414739
1123,5974.0,163691,74831.94207778723,734.4200759461343
1124,5976.0,163771,52693.3366809376,767.4419174081837
1125,5978.0,163841,73178.2541973949,918.0423663033833
1126,5980.0,163924,58936.18377208643,862.5556609990375
1127,5982.0,163993,56190.295425011085,877.5568120029966
1128,5984.0,164074,65718.01231708389,762.7453618960465
1129,5986.0,164143,49077.874708599906,716.5901939790666
1130,5988.0,164227,79786.81981376442,796.9731636896836
1131,5990.0,164296,60783.872286290345,706.3217693389964
1132,5994.0,164452,72450.9709732283,587.7001085243725
1133,5996.0,164536,75566.11872243868,840.9602467450685
1134,5998.0,164608,87062.9571329183,790.6746388009567
1135,6000.0,164688,61003.93003225033,848.5355184247541
1136,6002.0,164757,86996.45651289188,706.3033131599492
1137,6004.0,164838,56304.680659929814,790.2365223636162
1138,6006.0,164920,88199.47457581616,739.8969477492743
1139,6008.0,164990,66723.08357349913,635.3625322959357
1140,6010.0,165069,80453.39592833012,879.2730834216318
1141,6014.0,165483,88387.05625473338,1312.6473344155536
1142,6016.0,165555,58065.33234768871,870.9299307365584
1143,6018.0,165635,91336.11154501124,1022.1248345804664
1144,6020.0,165704,59524.466771641506,793.5359880851582
1145,6022.0,165785,84882.13540444947,724.1636304914864
1146,6024.0,165857,71943.98835480535,646.5322571111741
1147,6026.0,165938,74460.7357985357,760.4482356356914
1148,6028.0,166007,89597.62947216941,756.6645355600045
1149,6030.0,166087,59422.60774497527,816.6713816370129
1150,6034.0,166246,56839.02416473149,584.5735312854304
1151,6036.0,166331,92421.50389231686,804.6249116289018
1152,6038.0,166401,61583.20892452418,779.9126742492044
1153,6040.0,166485,84984.91757935182,749.9417910396777
1154,6042.0,166554,78013.29594640907,778.5707693790366
1155,6046.0,166976,67893.69902784844,924.9768437370234
1156,6048.0,167070,80087.21734811795,597.1214937465758
1157,6050.0,167139,61056.785330885476,904.5159674538022
1158,6052.0,167223,87150.57886833405,638.1612388121547
1159,6054.0,167292,55257.444356908054,863.0460659043646
1160,6056.0,167375,74445.9026166301,890.2038312131157
1161,6058.0,167449,50035.97108384366,698.5920229897529
1162,6060.0,167538,75275.85836436202,919.0762252407959
1163,6062.0,167623,50949.4479754259,879.9251176822597
1164,6066.0,167791,51213.99751939402,809.2130697642493
1165,6068.0,167871,76058.84937126594,947.995241708052
1166,6070.0,167956,53365.05134812763,744.7716149157941
1167,6072.0,168030,66296.31800798864,870.7028782978186
1168,6074.0,168116,59743.17992986298,875.1748007193017
1169,6076.0,168194,57419.96654145227,804.0616182275527
1170,6078.0,168279,63132.70025504775,893.011351059855
1171,6080.0,168353,50986.40778965575,918.746614451213
1172,6082.0,168438,69666.74947101682,914.137290452597
1173,6086.0,168880,48723.887117149054,941.4281906912252
1174,6088.0,168964,66496.81805480995,860.9000043991795
1175,6090.0,169037,48267.82480227789,830.0207651632115
1176,6092.0,169125,72280.19308225342,902.3745580460767
1177,6094.0,169203,50336.93096963767,845.938001283079
1178,6096.0,169288,78996.60624074371,877.5949569213972
1179,6098.0,169362,61142.845124041254,593.7042277420891
1180,6100.0,169447,76398.65828325943,1020.1694737714938
1181,6102.0,169525,75262.87801971451,727.3433258629788
1182,6106.0,169692,83647.72192289386,850.9663574881058
1183,6108.0,169780,68404.47180234033,915.0795219267889
1184,6110.0,169854,87322.99305005638,691.9187013897874
1185,6112.0,169944,62418.18813060728,898.6050333660793
1186,6114.0,170018,88028.43456458332,690.895987058878
1187,6116.0,170103,56424.40148088365,875.0061084259174
1188,6118.0,170177,88045.1591135178,677.960058925987
1189,6120.0,170266,54926.35534369091,876.7117886538473
1190,6122.0,170351,85827.67744030054,718.2175429069194
1191,6126.0,170790,54971.44935163218,903.5846006809329
1192,6128.0,170863,79422.71367034464,721.2777365665845
1193,6130.0,170951,57542.908741694526,671.6845819794797
1194,6132.0,171029,77270.5478484219,774.5593480431831
1195,6134.0,171113,68225.46374023105,671.1971441607097
1196,6136.0,171187,69640.42110460103,818.8821972865013
1197,6138.0,171275,77461.5502861968,692.2151607606685
1198,6140.0,171350,65684.27818152535,951.0436957515575
1199,6142.0,171435,88871.3240508516,739.0679194399198
1200,6146.0,171602,84594.52501482518,682.1474350465271
1201,6148.0,171694,61462.8250324501,891.9856903926658
1202,6150.0,171768,86242.67859219761,687.3100274785871
1203,6152.0,171853,54001.70156156502,813.3903342394333
1204,6154.0,171927,85126.14429853529,789.7014610869045
1205,6156.0,172016,52238.80005028886,726.0038505798715
1206,6158.0,172090,82739.21728239351,851.4942944157272
1207,6160.0,172175,59373.23132461183,659.7454563510706
1208,6162.0,172253,75264.59519498685,724.6592003832948
1209,6166.0,172703,40480.908000885756,521.8978320962987
1210,6168.0,172787,71866.56579517893,918.2962326697095
1211,6170.0,172861,48534.610019717766,789.8445016328458
1212,6172.0,172944,72213.02824438486,1003.3411398940865
1213,6174.0,173036,48048.987059341445,815.3920601733597
1214,6176.0,173111,68229.33298813384,874.6700061557638
1215,6178.0,173196,58173.27600920119,1025.021517130867
1216,6180.0,173270,58836.92513063339,1108.3801835540357
1217,6182.0,173359,56197.529180668054,753.3641479553731
1218,6186.0,173526,58481.80742866044,778.835067432977
1219,6188.0,173603,45483.34073905966,899.6079106920523
1220,6190.0,173692,63063.04602338992,864.8404197183252
1221,6192.0,173766,40700.238745211755,714.730058766212
1222,6194.0,173851,68128.28251024352,845.7106585131029
1223,6196.0,173926,42269.399283114835,638.0314132213108
1224,6198.0,174015,68341.6935636428,808.5720578461443
1225,6200.0,174089,46580.53422519701,759.2035009392781
1226,6202.0,174174,70521.71325779348,840.4126415603768
1227,6206.0,174614,64195.95951394977,684.2360775169261
1228,6208.0,174698,76860.54614760002,891.4389119600064
1229,6210.0,174776,76922.89159226377,847.5044609151312
1230,6212.0,174860,69595.47447023174,874.0208459279274
1231,6214.0,174937,84073.21195747702,844.5821357560316
1232,6216.0,175026,65189.671093307006,999.0691985125243
1233,6218.0,175100,83352.42675732044,726.8308021440827
1234,6220.0,175185,53930.90645338252,810.2443761500936
1235,6222.0,175259,82958.20687014502,852.3341236591934
1236,6226.0,175430,86959.91852182838,738.933363775498
1237,6228.0,175518,50641.52835443202,801.3714146207958
1238,6230.0,175592,82720.11949614945,777.1407591160937
1239,6232.0,175677,56781.6210476069,816.1092548462302
1240,6234.0,175766,82434.10712542712,805.2074474745027
1241,6236.0,175840,66562.81825140871,789.2949141358225
1242,6238.0,175925,76022.79163565893,778.1684875170635
1243,6240.0,175999,82257.18192983183,1011.5291531674109
1244,6242.0,176088,72219.75845446602,917.7855344292537
1245,6246.0,176527,77715.06758041079,770.3877173731878
1246,6248.0,176601,64085.67813442588,1049.8577887554004
1247,6250.0,176685,85503.25737128977,872.7124769275282
1248,6252.0,176763,54533.37442398754,922.9480522243084
1249,6254.0,176846,83572.4732258582,699.2042280924098
1250,6256.0,176924,48754.90563040665,731.479658525086
1251,6258.0,177009,83409.73174568618,773.9700030429802
1252,6260.0,177097,48967.84108091728,833.6154755144318
1253,6262.0,177171,82353.45521210179,724.2040148234723
1254,6266.0,177338,79625.20064244328,998.9145128970728
1255,6268.0,177426,43247.200921257194,796.6176419223136
1256,6270.0,177504,74466.88049007519,971.825554496901
1257,6272.0,177589,47114.244275649864,802.84531781068
1258,6274.0,177663,70831.18789409657,860.1711455301586
1259,6276.0,177748,55721.20152983729,961.2311040742849
1260,6278.0,177827,62893.489939402374,1157.0661753844704
1261,6280.0,177912,55908.866437108976,872.1293321948502
1262,6282.0,177986,46487.954207480325,959.6778451828955
1263,6286.0,178437,57180.53752563489,957.7431319442973
1264,6288.0,178525,56260.74181510414,918.8548198445303
1265,6290.0,178609,56468.34867481286,873.3238542143753
1266,6292.0,178683,43338.89343514337,845.5951859117504
1267,6294.0,178766,61699.67794640271,886.2795424107514
1268,6296.0,178848,39163.63407446796,716.7045918993149
1269,6298.0,178933,64364.36898778415,888.9369766129187
1270,6300.0,179007,43116.05963166767,841.3416952323277
1271,6302.0,179092,69710.50448461324,896.5255897589943
1272,6306.0,179263,75507.03583289596,767.4130405915456
1273,6308.0,179340,59367.657450084786,767.6762204531269
1274,6310.0,179425,76619.25310532439,805.8456891610706
1275,6312.0,179503,70228.10153183255,679.0228016443059
1276,6314.0,179588,70302.14404675947,807.9645622609951
1277,6316.0,179663,80110.5065131272,714.3841024749252
1278,6318.0,179748,60736.87151483465,1006.086792849915
1279,6320.0,179837,82783.69694363642,721.2305754000397
1280,6322.0,179911,52247.97273592643,854.9186449854972
1281,6326.0,180362,83395.12884418378,769.6146566508581
1282,6328.0,180447,58416.41996597558,851.4534301759621
1283,6330.0,180521,86748.23043121588,779.3590337371712
1284,6332.0,180609,51521.25299703548,810.1220380936064
1285,6334.0,180682,85705.43720998759,772.1770072956247
1286,6336.0,180770,49840.785277943636,768.1245612972707
1287,6338.0,180844,84489.56845953209,805.6637385815179
1288,6340.0,180933,56140.83331075288,824.1373450226696
1289,6342.0,181007,79401.78412272544,705.7479418557286
1290,6346.0,181234,85896.83112558059,722.0651214383233
1291,6348.0,181320,56334.408325630946,847.426365876498
1292,6350.0,181400,85614.23290874,749.8987722759377
1293,6352.0,181470,50684.39886461725,811.7911712031383
1294,6354.0,181549,84401.92858757054,828.2041195770353
1295,6356.0,181622,61356.88137076303,731.775514773747
1296,6358.0,181703,78716.86502922341,815.698617936389
1297,6360.0,181772,81606.27399600638,769.8898671833618
1298,6362.0,181853,64015.18044248713,970.7458012388981
1299,6366.0,182267,82980.32148039248,694.6677577475464
1300,6368.0,182336,54023.1215168401,719.7512367139639
1301,6370.0,182417,73060.36913360625,887.9955360132376
1302,6372.0,182486,48566.139344913034,688.9591196082198
1303,6374.0,182570,72526.41373914266,1020.1632960943876
1304,6376.0,182649,50119.28822255669,841.5032229918036
1305,6378.0,182719,51712.61487749767,950.4639232823841
1306,6380.0,182799,56744.38492602658,835.2082166431354
1307,6382.0,182871,41296.202780005224,771.1827032314316
1308,6386.0,183031,43708.76667507945,757.8269417059315
1309,6388.0,183115,72708.15283143452,926.636501239702
1310,6390.0,183184,47777.44413959795,714.8117534745413
1311,6392.0,183268,69863.47860757756,842.6881894667313
1312,6394.0,183337,55246.277113141805,870.3580121816149
1313,6396.0,183418,49318.90976673839,1020.0083792217187
1314,6398.0,183487,63418.34908551275,832.5315678343012
1315,6400.0,183571,42972.68160159914,915.5057105820275
1316,6402.0,183640,72773.28618754337,912.3556919498378
1317,6406.0,184063,46887.72898580253,768.8260943682068
1318,6408.0,184133,60821.312853221876,924.0946271802892
1319,6410.0,184217,57165.52760916638,1014.1239057333738
1320,6412.0,184286,46368.13170946253,853.2084091611939
1321,6414.0,184367,74490.02224201101,895.5687662542293
1322,6416.0,184437,50639.72476108597,725.0633619638675
1323,6418.0,184520,82382.21067251003,766.1306791752181
1324,6420.0,184590,64757.017628066176,729.4133021580523
1325,6422.0,184671,72451.31819589334,851.8974418769836
1326,6426.0,184828,61748.98932614258,590.8290593497617
1327,6428.0,184902,85133.04295655333,720.419301280266
1328,6430.0,184983,50874.10132525877,869.2590071752451
1329,6432.0,185052,87499.16555683584,920.0564074285566
1330,6434.0,185133,53199.01447116077,617.3212258622867
1331,6436.0,185216,82652.51915801731,830.304613447371
1332,6438.0,185286,70445.7925852031,873.2813942459237
1333,6440.0,185366,70093.26967126122,953.6169287220365
1334,6442.0,185439,83976.4606047135,722.6924454653837
1335,6446.0,185861,51051.26990714839,918.7520114703223
1336,6448.0,185942,83768.87533462922,664.8057770150334
1337,6450.0,186012,52782.33507659535,781.7056242478316
1338,6452.0,186105,82332.15618408979,684.0106348708993
1339,6454.0,186177,57015.53827088393,648.8981290375033
1340,6456.0,186258,78071.26073316862,849.3937344581601
1341,6458.0,186327,78472.72098865877,769.1041615226573
1342,6460.0,186408,63041.498125451755,887.6274325610491
1343,6462.0,186491,82729.02671167062,642.8637446944371
1344,6466.0,186648,82891.76375089816,709.3978688426826
1345,6468.0,186719,49948.66196994228,806.8663355886413
1346,6470.0,186803,84655.95237469338,836.9832676919413
1347,6472.0,186872,59598.15151987394,613.459761206516
1348,6474.0,186957,75034.6017939716,827.1469344519683
1349,6476.0,187026,76970.41691756816,685.7821857826015
1350,6478.0,187109,64051.29930799493,970.5023204758875
1351,6480.0,187178,82348.68571974203,656.2033864607483
1352,6482.0,187259,50238.11953761382,940.8095266453631
1353,6486.0,187670,68447.03298785229,977.2380799266791
1354,6488.0,187739,41967.91658014611,541.0377873135197
1355,6490.0,187823,68026.2875742075,1044.9590634832823
1356,6492.0,187902,47099.821823317594,779.3267597569255
1357,6494.0,187972,51415.06343260768,1115.0126160981908
1358,6496.0,188056,53001.07891818191,892.2704526792686
1359,6498.0,188125,39326.59881410431,700.58941770087
1360,6500.0,188205,62955.50152268366,886.458430299416
1361,6502.0,188275,39237.53326756898,609.8796524597592
1362,6506.0,188434,46364.60220413547,858.5269973632516
1363,6508.0,188517,64121.16259679496,1022.3855621581946
1364,6510.0,188586,52129.312024376726,796.8067959347136
1365,6512.0,188666,44644.12507036479,901.4813350495779
1366,6514.0,188738,60996.325453497775,908.9503313582454
1367,6516.0,188819,38089.87013051014,620.7982963742821
1368,6518.0,188888,68513.34963219162,931.3749199899904
1369,6520.0,188968,41678.209746459914,771.8189772284452
1370,6522.0,189050,64853.114454487186,976.2583530741706
1371,6526.0,189466,77094.31391542562,979.9712342435587
1372,6528.0,189535,46358.65058631043,907.2383445103192
1373,6530.0,189616,78849.96192903613,782.8389947647662
1374,6532.0,189687,48472.46762262844,716.4743024536327
1375,6534.0,189768,77952.33618207098,2444.377681726695
1376,6536.0,189837,67110.91122768434,640.3204640870595
1377,6538.0,189918,66643.98344516954,861.1614097382233
1378,6540.0,189990,82691.45505600014,751.4076537611425
1379,6542.0,190070,52378.245990988806,917.8884657953844
1380,6546.0,190228,45109.508236238406,803.3664156517151
1381,6548.0,190299,80943.50264484066,890.4058489346887
1382,6550.0,190382,50427.94504788598,589.2145093907532
1383,6552.0,190462,76598.83204506601,891.6565135331758
1384,6554.0,190532,72913.85748155847,786.6106691939248
1385,6558.0,190957,61939.75805929444,1109.4256925355303
1386,6560.0,191041,81959.93363917015,812.5692497027269
1387,6562.0,191110,46402.04830863308,888.1575140621552
1388,6564.0,191191,84488.44522355606,807.5793492728861
1389,6566.0,191260,48963.42480882942,540.1335519442146
1390,6568.0,191344,77903.66761280528,838.6364411603219
1391,6570.0,191413,66278.39181047105,676.1056879446444
1392,6572.0,191495,68894.23254591567,957.4926598624801
1393,6574.0,191564,79192.26233757475,699.2064685340446
1394,6578.0,191735,79241.46347209022,694.1461131337301
1395,6580.0,191807,44357.49621904934,764.628792831149
1396,6582.0,191887,82137.13412557154,819.7780909317473
1397,6584.0,191957,49584.56784319507,650.4281383870248
1398,6586.0,192041,73593.08509628265,766.0144049906567
1399,6588.0,192110,67496.91615024632,611.9315937980507
1400,6590.0,192191,66884.86382518966,993.8287937483241
1401,6592.0,192263,83214.16970833985,977.1735134498101
1402,6594.0,192344,50042.52807887353,891.2285047820918
1403,6598.0,192756,59581.065694966164,970.3859775128877
1404,6600.0,192825,35620.885132253,741.2339350234141
1405,6602.0,192906,66445.00222884458,884.8964055784996
1406,6604.0,192989,42721.192366936884,788.6155276350587
1407,6606.0,193059,63635.415731549976,1167.8382430381246
1408,6608.0,193139,48336.32118907777,1001.2928072005666
1409,6610.0,193209,33808.53275403895,924.3892188914698
1410,6612.0,193293,54273.8290056188,983.162114063901
1411,6614.0,193362,32072.60506723846,798.5428408623494
1412,6618.0,193519,41357.34457720602,746.30619618861
1413,6620.0,193606,66784.72806376209,969.6723913773097
1414,6622.0,193675,51409.05630697875,1075.3680724618296
1415,6624.0,193756,60042.66244935226,1199.638924379861
1416,6626.0,193825,50850.99963013719,867.6652847730819
1417,6628.0,193909,32800.35760604115,508.23381532558517
1418,6630.0,193978,59163.49869708193,871.7007726342133
1419,6632.0,194059,34514.20533267019,897.452328714495
1420,6634.0,194128,66256.62401402798,1565.7066951184843
1421,6638.0,194550,71547.3868015365,822.6939533540262
1422,6640.0,194623,52236.810724420735,1431.2154486526806
1423,6642.0,194703,77770.56175759147,752.4342124055926
1424,6644.0,194777,40987.10696293646,721.1436518668654
1425,6646.0,194860,78937.3125422923,683.353661737745
1426,6648.0,194929,51222.935161163616,622.4814398684597
1427,6650.0,195010,76374.92071279333,860.3847069996073
1428,6652.0,195079,76570.97471138938,892.9723226342603
1429,6654.0,195163,64023.3705797956,870.1456974912178
1430,6658.0,195320,49487.484278608754,927.9255580879806
1431,6660.0,195392,79640.30114361084,668.7953043943731
1432,6662.0,195473,43299.503477021666,819.4846180404613
1433,6664.0,195555,81684.77097137134,841.3755395574261
1434,6666.0,195626,52440.041563195686,469.88601265332505
1435,6668.0,195705,73573.77983925228,847.0181278746904
1436,6670.0,195775,75305.75840663178,727.8746894305345
1437,6672.0,195859,61530.11931435327,987.0364065641415
1438,6674.0,195928,84056.80700296946,868.7597180232183
1439,6678.0,196351,41340.20925293249,705.2764008703698
1440,6680.0,196432,79049.57060733803,732.1722976749301
1441,6682.0,196504,53249.409244378745,714.8015163380519
1442,6684.0,196585,75724.8946003744,900.3391141201024
1443,6686.0,196654,75450.03490962432,797.4663268477716
1444,6688.0,196735,61510.64350456374,892.1095187587183
1445,6690.0,196818,79914.88864503542,782.2087454239198
1446,6692.0,196888,42559.25434580689,678.8638184692647
1447,6694.0,196968,81478.00523685568,798.7056641243586
1448,6698.0,197125,78510.27986649424,805.1725050338688
1449,6700.0,197200,57762.04988698793,771.1691273443346
1450,6702.0,197281,74099.39302969306,845.259679447331
1451,6704.0,197350,78581.56494423511,812.8285334164426
1452,6706.0,197430,56266.18305913494,1012.0709788261878
1453,6708.0,197502,52158.95587544561,822.3112178047177
1454,6710.0,197583,31022.870341397967,623.5819950441161
1455,6712.0,197652,63731.9372299318,944.8851469384033
1456,6714.0,197733,35651.558283474355,765.7528866625136
1457,6718.0,198146,67574.94270739576,970.2418181255567
1458,6720.0,198225,50048.42600788988,1079.9101841295824
1459,6722.0,198295,48302.5428625175,1472.8250585226092
1460,6724.0,198374,50978.85595702289,855.5911637371339
1461,6726.0,198447,33244.20775529187,669.8322538640631
1462,6728.0,198528,64964.47049892603,961.825803382297
1463,6730.0,198597,42739.302621109404,2.3311296725364583e-05
1464,6732.0,198677,66891.8777261231,984.5187090088579
1465,6734.0,198753,50301.43739223786,997.3777332120209
1466,6738.0,198909,47962.44406339381,942.6886125940408
1467,6740.0,198993,37082.6780408766,799.8406018580283
1468,6742.0,199064,54722.030290714465,713.3172930816721
1469,6744.0,199145,35669.00828542948,967.7153594570822
1470,6746.0,199214,69934.43999022672,724.2690873461977
1471,6748.0,199299,42701.53917149985,748.5619073641893
1472,6750.0,199381,70250.97779413358,751.8601547750031
1473,6752.0,199451,69121.27944920262,789.5195351418043
1474,6754.0,199531,56847.9606139543,1061.2024776865924
1475,6758.0,199943,81946.4263391253,744.3358079991223
1476,6760.0,200012,48607.15270960515,637.348836383668
1477,6762.0,200096,81435.16569636499,882.8191358768121
1478,6764.0,200166,66253.42959733919,739.4407225605206
1479,6766.0,200246,70555.68666736719,1035.0068167413535
1480,6768.0,200316,80142.4975341756,696.36127583389
1481,6770.0,200399,49689.674661493125,979.3813515618897
1482,6772.0,200469,84793.3000383327,761.2836942045753
1483,6774.0,200550,43421.7624061349,738.9208553835882
1484,6778.0,200709,51668.54211228082,724.7284915598802
1485,6780.0,200791,82526.74021083093,1007.4581036933288
1486,6782.0,200862,71528.36273013776,822.6702554103723
1487,6784.0,200941,65121.96476500968,1087.26489864993
1488,6786.0,201014,85370.62638032391,745.7410781560291
1489,6788.0,201095,44653.0787785493,746.1851588465623
1490,6790.0,201164,82765.72782305274,677.6953048644705
1491,6792.0,201245,45646.728114870915,914.9853474491285
1492,6794.0,201317,78084.40235225331,742.809284279229
1493,6798.0,201739,64337.372549423475,508.80886395528717
1494,6800.0,201821,65907.18261642008,879.9962918096733
1495,6802.0,201890,84755.7117149769,785.0492103888221
1496,6804.0,201974,47574.18968266051,1006.6627234384248
1497,6806.0,202054,80000.19697257002,628.8250485313057
1498,6808.0,202124,44443.10410132695,825.354570123017
1499,6810.0,202204,84052.8308925705,834.8893842366715
1500,6812.0,202276,54855.48977521772,616.1638487871693
1501,6814.0,202357,74224.46606925086,1148.0395599553453
1502,6818.0,202514,60271.54412948208,993.6670350076334
1503,6820.0,202585,46208.21312977131,881.7262661763878
1504,6822.0,202673,44423.90315953797,1273.4333340251676
1505,6824.0,202742,53287.818402061785,795.1647620515123
1506,6826.0,202823,36160.35957308586,983.5629963561372
1507,6828.0,202892,67609.76049429433,929.1929058719754
1508,6830.0,202976,38734.499481512,662.7219858757687
1509,6832.0,203045,64999.14401567277,1009.5176620618643
1510,6834.0,203126,45670.70171427982,899.9419569964347
1511,6838.0,203549,45046.82799673665,934.8152678446531
1512,6840.0,203633,73766.98196346623,736.1244669829749
1513,6842.0,203702,41748.03571731662,826.0299285519028
1514,6844.0,203784,80661.14399950708,878.3012242839172
1515,6846.0,203853,53732.10990093726,612.815883330527
1516,6848.0,203937,73896.56907979684,844.5140816837134
1517,6850.0,204006,73877.2607823748,627.6849352655659
1518,6852.0,204087,58703.464400052595,1010.6926371721069
1519,6854.0,204156,80617.08119541184,670.6160044708666
1520,6858.0,204329,81560.91930036062,693.0978120102387
1521,6860.0,204412,41099.06591016294,772.198826616182
1522,6862.0,204481,79866.27596063071,774.1828572331583
1523,6864.0,204562,49069.44902538637,773.1999674475971
1524,6866.0,204645,77639.63171590613,903.601758593809
1525,6868.0,204715,66123.77128778973,657.0882845171665
1526,6870.0,204795,61902.21070695063,954.462790501492
1527,6872.0,204868,85969.32645346131,863.0376319032632
1528,6874.0,204949,44505.557398870595,761.3481091562126
1529,6878.0,205361,80111.99916931897,833.0025510893913
1530,6880.0,205430,50650.793840577375,502.96907660258336
1531,6882.0,205511,70610.12457657116,983.9056544302824
1532,6884.0,205582,76741.0456311449,592.9141477454568
1533,6886.0,205663,57052.40107613687,1124.3700527971469
1534,6888.0,205732,81298.4198485661,708.6410290791059
1535,6890.0,205813,40140.32443315321,849.717962947884
1536,6892.0,205896,78845.27191877687,780.4116557875021
1537,6894.0,205966,45956.08188924983,807.0633672792094
1538,6898.0,206122,58902.77794516393,741.101682987626
1539,6900.0,206209,66947.85063251718,971.6312308803433
1540,6902.0,206277,78283.61092425947,806.1605922396908
1541,6904.0,206358,50879.57881584951,932.2682495307054
1542,6906.0,206427,80188.91538110412,840.31176827678
1543,6908.0,206510,39201.08781998406,869.8343949805435
1544,6910.0,206584,78322.05531562906,953.4335998256105
1545,6912.0,206665,44022.18507738208,687.41559098199
1546,6914.0,206734,66659.3147828546,905.366056599794
1547,6918.0,207156,72413.03160115628,778.5800998152633
1548,6920.0,207240,55042.056489061506,1018.1358192580465
1549,6922.0,207319,77876.18911246133,824.8579305093712
1550,6924.0,207390,37963.20937189003,891.2781969071547
1551,6926.0,207473,77081.35582751835,849.9655369938646
1552,6928.0,207542,42814.40967210749,724.4389282036108
1553,6930.0,207623,71039.3278777209,943.6670892836833
1554,6932.0,207692,62468.42134686201,753.7429204688882
1555,6934.0,207776,60904.99526677965,1030.6328726767667
1556,6938.0,207933,48513.175365921226,1045.5580544003283
1557,6940.0,208005,75155.06131580229,800.711323305072
1558,6942.0,208085,36419.06607278524,708.2659062901486
1559,6944.0,208157,73579.09703226497,975.5701621492383
1560,6946.0,208238,42375.0079504898,495.7964659009348
1561,6948.0,208307,62270.227876677316,995.430915437964
1562,6950.0,208388,64174.80522131722,743.6863922257868
1563,6952.0,208470,56333.675960174536,1018.9596969587168
1564,6954.0,208541,72362.41980518933,700.0984855363449
1565,6958.0,208966,35427.768683281625,729.7538969549207
1566,6960.0,209047,69890.05579051016,715.3610089231237
1567,6962.0,209119,38150.20229966034,524.9982162400709
1568,6964.0,209199,66386.07199183656,878.5225575421174
1569,6966.0,209268,56352.20466562334,565.350836535786
1570,6968.0,209349,54731.35926480824,976.3916176483744
1571,6970.0,209421,70338.15954523426,758.5421293790474
1572,6972.0,209502,38859.61753408161,873.1414121484422
1573,6974.0,209571,70270.99128947181,747.2124958683673
1574,6978.0,209727,64893.97416331498,929.1685828116515
1575,6980.0,209813,37917.860743994905,511.1061230818145
1576,6982.0,209893,62352.21931979444,994.9681179761276
1577,6984.0,209963,60808.40211338577,800.4661591148172
1578,6986.0,210043,49933.70350190851,1063.8059104265492
1579,6988.0,210115,67840.87853644912,793.9629051841816
1580,6990.0,210196,34030.82240065674,834.2638928529398
1581,6992.0,210265,65875.84704482203,834.1622698257934
1582,6994.0,210346,33847.1025099178,592.6724027755236
1583,6998.0,210763,56777.60532479052,999.7892425771637
1584,7000.0,210832,63482.04258686288,959.6199373178882
1585,7002.0,210913,43640.26144938278,1112.2478451568506
1586,7004.0,210982,62768.297802926245,692.2363808547644
1587,7006.0,211066,29643.191126718553,851.0516376757873
